rs11733926	4	150447955	99.1735537190083	-	AC
rs11746935	5	128287055	99.1735537190083	+	AC
rs11765386	7	2854878	99.1735537190083	-	AG
rs11767691	7	90709536	99.1735537190083	-	AG
rs11784358	8	128941762	99.1735537190083	-	AG
rs11789237	9	7153009	100	-	AG
rs11862306	16	3011927	100	-	AG
rs11873667	18	3825114	99.1735537190083	-	AG
rs1191109	14	99885488	100	+	AG
rs11922293	3	194294387	100	-	AC
rs11925708	3	62841259	99.1735537190083	+	AC
rs11927656	3	123532946	100	+	AG
rs11957360	5	180583639	100	-	AC
rs12030954	1	73249031	99.1735537190083	+	AG
rs12043001	1	177838200	100	-	AG
rs12056820	8	17013939	99.1735537190083	+	AG
rs12119724	1	111926192	99.1735537190083	-	AG
rs12140647	1	66439458	99.1735537190083	+	AC
rs12150632	17	12676693	100	+	AC
rs12207602	6	155763374	100	+	AG
rs1222164	11	30113379	100	+	AC
rs12223678	11	25894678	99.1735537190083	-	AG
rs12249222	10	48198426	99.1735537190083	-	AG
rs12276848	11	84487865	99.1735537190083	+	AG
rs12286408	11	14557830	99.1735537190083	+	AG
rs12301507	12	44000399	100	-	AC
rs12303852	12	30752916	99.1735537190083	+	AG
rs12373400	18	923095	100	+	AG
rs12403985	1	232282712	100	-	AC
rs12433933	14	20660177	99.1735537190083	-	AC
rs1243701	14	20537948	100	+	AG
rs12441183	15	23588630	100	-	AG
rs12461941	19	37493748	99.1735537190083	+	AC
rs1249390	12	54501902	100	-	AG
rs12501393	4	69381445	100	+	AG
rs12502677	4	69572479	100	+	AC
rs12511842	4	181586113	99.1735537190083	+	AG
rs12524473	6	14105537	100	+	AG
rs12551443	9	97410338	100	-	AG
rs12587447	14	94300389	100	-	AG
rs1258767	15	32834253	100	+	AG
rs12594247	15	78654291	99.1735537190083	-	AG
rs12598337	16	10346947	100	+	AG
rs12599288	16	11728210	100	-	AG
rs12609309	19	1989481	100	+	AG
rs1264701	6	30098581	99.1735537190083	-	AC
rs12669274	7	102436115	99.1735537190083	+	AG
rs12675751	8	87991404	100	-	AG
rs12686474	9	106342569	100	+	AG
rs12719999	2	109519953	99.1735537190083	+	AG
rs12765118	10	13035232	99.1735537190083	+	AG
rs1278942	14	31950125	99.1735537190083	-	AG
rs1283614	5	89065226	99.1735537190083	-	AG
rs12909885	15	35741892	100	-	AG
rs12912184	15	92314871	99.1735537190083	+	AG
rs12915981	15	52609236	99.1735537190083	-	AG
rs12972670	19	14841426	100	+	AG
rs12977033	19	1444420	100	+	AG
rs13025081	2	28860984	99.1735537190083	+	AC
rs13038390	20	46664535	100	-	AC
rs13055798	22	44391503	99.1735537190083	+	AG
rs130575	22	34463801	100	+	AG
rs13063911	3	106981569	99.1735537190083	-	AC
rs13082230	3	124759887	100	+	AG
rs13109214	4	171570441	100	+	AC
rs13157909	5	53379952	100	+	AG
rs13190045	5	165296599	99.1735537190083	+	AG
rs1320260	3	140136156	99.0740740740741	+	AC
rs1321348	20	19626497	100	-	AG
rs13226149	7	95396288	99.1735537190083	+	AG
rs1324087	6	25841180	99.1735537190083	+	AG
rs13245980	7	1773562	100	+	AG
rs13268795	8	95309957	99.1735537190083	+	AG
rs133603	22	48281449	100	-	AG
rs133710	22	37431160	100	-	AG
rs13381685	18	33403951	100	-	AC
rs1341001	14	94896359	100	+	AG
rs134110	22	27680061	100	-	AG
rs13422	17	15230858	100	-	AC
rs1346147	8	21403269	100	+	AG
rs134798	22	27274059	99.1735537190083	+	AG
rs1350505	12	91479239	99.1735537190083	-	AG
rs1353609	12	58772967	100	+	AG
rs136159	22	36260977	100	-	AG
rs1362969	12	95621170	99.1735537190083	-	AC
rs1366272	5	79752739	99.1735537190083	-	AG
rs1373165	11	20608617	100	-	AG
rs1375702	6	45851610	100	+	AG
rs1375797	12	39041381	100	+	AC
rs1376041	16	57655971	100	-	AG
rs137879	22	50018612	99.1735537190083	-	AG
rs137885	22	50024802	100	-	AG
rs138055	22	43824411	100	-	AG
rs1381633	4	87547700	99.1735537190083	+	AG
rs1384337	5	113919060	99.1735537190083	-	AG
rs1386326	11	88138120	99.1735537190083	+	AC
rs1388967	9	91678919	100	-	AG
rs1389706	4	163773644	99.1735537190083	+	AG
rs1403185	7	96911343	100	-	AG
rs1407107	6	134735619	100	-	AG
rs1411353	9	125881136	99.1735537190083	-	AG
rs1412622	1	61899545	99.1735537190083	-	AG
rs1418927	20	54210754	99.1735537190083	+	AG
rs1422289	5	115724533	100	+	AG
rs1426689	18	38573925	100	+	AG
rs1430090	2	114453065	100	+	AC
rs1432714	5	159756915	100	-	AG
rs1433986	3	30166176	99.1735537190083	-	AG
rs1434586	17	33533893	100	+	AG
rs1436321	12	29412604	100	-	AG
rs1437773	15	96453868	100	-	AG
rs1442691	4	77503227	99.1735537190083	-	AG
rs1443570	18	52352250	99.1735537190083	+	AG
rs1445253	13	93558849	100	+	AC
rs1452788	18	55450073	100	+	AG
rs1461714	18	42328448	100	+	AC
rs1461724	18	42242428	100	+	AG
rs1464054	12	26253148	100	+	AG
rs1468358	7	101209892	100	-	AG
rs1475067	14	33547565	99.1735537190083	+	AG
rs1477029	16	52932261	99.1735537190083	+	AG
rs1479950	3	65246649	98.3471074380165	+	AC
rs1480008	12	66704009	100	+	AG
rs1481646	8	26973788	99.1735537190083	-	AG
rs1483919	14	42342537	100	+	AG
rs1484404	11	45042939	99.1735537190083	+	AG
rs1488682	11	45585433	99.1735537190083	-	AG
rs1493170	12	78660000	99.1735537190083	-	AG
rs150355	16	22806100	99.1735537190083	-	AG
rs1503932	11	11185387	99.1735537190083	-	AG
rs150511	17	34413206	99.1735537190083	+	AG
rs1510218	16	78924580	100	+	AG
rs1521191	8	10037720	98.3471074380165	+	AC
rs1522335	3	70326629	99.1735537190083	-	AG
rs1525758	17	9057566	99.1735537190083	+	AG
rs1526553	7	11755972	99.1735537190083	-	AG
rs153236	5	81131821	99.1735537190083	-	AG
rs1533831	7	94685561	99.1735537190083	+	AG
rs1535010	6	52312557	100	-	AG
rs1535847	10	83601515	99.1735537190083	+	AG
rs1539172	9	15784633	100	+	AG
rs1539445	10	5609800	100	+	AG
rs1539563	13	35564815	99.1735537190083	+	AG
rs1539953	18	60040758	99.1735537190083	-	AG
rs1540757	16	78485792	99.1735537190083	-	AG
rs1542885	1	37259440	100	-	AG
rs1543251	1	105494973	99.1735537190083	-	AC
rs1545805	4	78993253	100	+	AG
rs1551746	9	91037735	99.1735537190083	-	AC
rs1553677	17	55496541	99.1735537190083	-	AG
rs1558699	7	78463335	100	+	AG
rs1562675	2	225139370	99.1735537190083	+	AG
rs1564348	6	160157828	99.1735537190083	-	AG
rs1566183	16	75997839	99.1735537190083	+	AG
rs1566934	4	164430058	99.1735537190083	-	AG
rs1568083	15	76378575	99.1735537190083	-	AG
rs1570558	14	96605270	100	+	AG
rs1573708	22	36031436	100	-	AG
rs157445	5	68038514	99.1735537190083	-	AC
rs1582532	19	8810810	100	-	AG
rs1585436	8	111962626	99.1735537190083	-	AG
rs1588685	13	64912090	99.1735537190083	-	AG
rs1592624	8	112228859	100	-	AC
rs1599860	19	2044176	100	+	AC
rs1601140	12	33314006	100	+	AG
rs1603406	12	87493362	99.1735537190083	+	AG
rs160359	7	28629378	99.1735537190083	+	AG
rs1628089	10	79112513	99.1735537190083	+	AG
rs1634152	12	115311063	99.1735537190083	-	AG
rs1635281	17	35968999	100	+	AG
rs164938	3	10273419	99.1735537190083	-	AC
rs16858688	1	167189690	100	-	AG
rs16918205	8	95841187	100	+	AG
rs1691935	10	28894433	100	-	AG
rs16942	17	43091983	100	-	AG
rs16945612	16	77395075	100	-	AG
rs16960286	15	35032251	99.1735537190083	-	AC
rs169780	20	39701211	100	+	AG
rs16987743	19	57088293	100	+	AG
rs17033401	3	1086561	99.1735537190083	-	AG
rs17036947	1	11515203	99.1735537190083	-	AC
rs17088261	8	26725586	99.1735537190083	+	AC
rs17090102	13	73372247	100	+	AG
rs17097800	14	98791403	99.1735537190083	-	AG
rs17100738	10	120749739	100	+	AG
rs17165486	7	12003605	100	+	AG
rs17202	17	56781827	100	+	AC
rs17231134	10	33790045	99.1735537190083	-	AC
rs1725600	7	102265725	99.1735537190083	-	AG
rs1725804	12	131100993	99.1735537190083	+	AG
rs17259420	5	80210238	99.1735537190083	+	AG
rs17288193	13	73939043	99.1735537190083	-	AG
rs17312431	10	62436019	100	+	AG
rs1733161	7	158458965	100	-	AG
rs17362002	20	15213286	100	+	AG
rs1741295	20	4123372	99.1735537190083	+	AG
rs175896	14	75842346	100	+	AC
rs17627505	8	8656549	99.1735537190083	-	AG
rs17637318	4	23879362	100	-	AG
rs17662557	18	50638574	100	+	AC
rs17663794	15	94624249	100	-	AG
rs17755118	19	2514734	99.1735537190083	-	AG
rs1776099	10	28362609	99.1735537190083	+	AG
rs1787335	21	37620845	99.1735537190083	+	AC
rs1792774	11	105041826	99.1735537190083	-	AG
rs1805330	9	107321980	99.1735537190083	-	AG
rs1808870	4	79622123	100	+	AC
rs1809148	8	143580905	99.1735537190083	+	AG
rs1809180	15	101157777	100	-	AG
rs1812333	6	20098931	99.1735537190083	-	AG
rs1833170	16	9728154	99.1735537190083	+	AG
rs1837606	11	15816591	100	-	AG
rs1841217	7	16664566	99.1735537190083	+	AC
rs1844711	16	82394938	99.1735537190083	+	AG
rs184502	3	168478304	100	+	AG
rs1855581	10	104612026	100	+	AG
rs1855953	10	83427786	99.1735537190083	-	AG
rs1859082	5	11372631	99.1735537190083	-	AG
rs1860347	12	4736557	99.1735537190083	+	AG
rs1861960	7	155492440	100	-	AC
rs1863826	10	86381777	100	+	AG
rs1864228	16	77884904	100	-	AG
rs1865033	19	13221653	99.1735537190083	+	AG
rs1868382	2	167720960	100	+	AC
rs1871238	2	70347186	99.1735537190083	-	AC
rs1873143	16	83427948	99.1735537190083	-	AG
rs1875250	16	85141703	99.1735537190083	+	AG
rs1877351	11	112787715	100	+	AG
rs1877978	12	130500637	100	-	AG
rs1882189	12	81215480	100	+	AC
rs1886695	20	35592613	99.1735537190083	+	AG
rs1888477	21	38925612	100	-	AG
rs1893884	8	98540299	99.1735537190083	-	AG
rs1907454	4	129659162	100	+	AG
rs1910653	21	24049222	100	-	AG
rs1911861	5	19865795	99.1735537190083	-	AG
rs1917900	11	36090216	100	+	AG
rs1924977	13	26055956	99.1735537190083	+	AG
rs1935132	13	107675605	99.1735537190083	-	AG
rs1937455	1	65951256	100	+	AG
rs1938421	10	37373987	100	+	AG
rs1944577	18	48203732	99.1735537190083	-	AG
rs1945237	11	56462593	100	-	AG
rs1948991	6	86510909	99.1735537190083	-	AC
rs1952692	9	12382539	100	+	AC
rs1959375	14	44482585	100	+	AG
rs1981392	21	34981363	99.1735537190083	-	AG
rs198252	14	56842760	99.1735537190083	+	AG
rs1982809	3	112463893	100	+	AG
rs198462	11	61756647	99.1735537190083	+	AG
rs1993423	4	153902960	100	-	AG
rs1995950	2	159944117	100	+	AG
rs2000875	11	59214113	99.1735537190083	+	AG
rs200744	20	15613722	99.1735537190083	-	AG
rs2008765	17	37796545	99.1735537190083	-	AG
rs2009135	21	41236304	100	+	AG
rs2026485	1	108723901	100	+	AG
rs2026801	9	111143171	100	+	AG
rs2027278	1	112245754	99.1735537190083	-	AG
rs2032157	18	359079	99.1735537190083	-	AG
rs2034809	15	101015194	99.1735537190083	+	AG
rs2036927	2	202775990	100	-	AG
rs2038420	14	28607478	100	-	AG
rs2040562	19	19137298	99.1735537190083	-	AG
rs2043438	11	126060510	100	-	AG
rs204514	9	116136439	99.1735537190083	+	AG
rs2045316	4	92981731	100	-	AC
rs2048753	17	80815488	99.1735537190083	+	AG
rs2049571	12	105552623	100	-	AG
rs205060	17	11389194	99.1735537190083	-	AG
rs2053420	18	70300043	100	+	AG
rs2060261	19	15510369	99.1735537190083	+	AG
rs2064193	6	22393841	100	-	AG
rs2070454	22	23754487	100	+	AC
rs2070464	22	23841688	100	+	AG
rs2070844	5	150444222	99.1735537190083	+	AG
rs2070870	11	62881570	100	-	AG
rs2071815	22	44382858	100	+	AG
rs2073357	21	37241186	100	-	AG
rs2073372	21	31121140	99.1735537190083	+	AG
rs2074158	17	42105145	100	-	AG
rs2074986	10	116269102	100	-	AG
rs2079103	5	132528814	100	+	AC
rs2079975	7	68907761	100	+	AG
rs2082454	19	29413999	100	+	AG
rs2098721	16	64113185	100	-	AG
rs2105658	21	38728048	99.1735537190083	-	AC
rs2105728	18	62603379	99.1735537190083	+	AG
rs2110910	14	77130185	99.1735537190083	+	AG
rs2115097	19	20707492	100	-	AG
rs2115850	2	16428425	100	+	AG
rs2127744	9	113628789	100	+	AG
rs2131862	4	163827371	99.1735537190083	+	AG
rs2138500	2	12996888	100	-	AG
rs2140151	11	122866145	100	+	AC
rs2141484	6	90764827	99.1735537190083	-	AC
rs214203	1	48122332	99.1735537190083	-	AG
rs2145222	20	3149529	99.1735537190083	+	AG
rs2152670	13	64569806	100	-	AC
rs2153271	9	16864523	99.1735537190083	-	AG
rs215922	6	84811317	100	-	AG
rs2166582	4	1630068	100	-	AG
rs2173086	12	62485190	100	-	AG
rs2178531	12	11468415	100	+	AG
rs2179824	20	20160509	100	+	AG
rs2182337	6	11235449	99.1735537190083	-	AG
rs2184393	6	19946499	100	+	AG
rs218457	20	58635198	99.1735537190083	+	AG
rs2192651	7	78546545	100	-	AC
rs2193516	19	29266790	99.1735537190083	+	AG
rs2199430	16	82803101	99.1735537190083	+	AG
rs2204345	10	52912415	99.1735537190083	-	AG
rs2210865	9	22669167	100	+	AG
rs2215955	7	38429439	99.1735537190083	+	AC
rs2216858	12	29508443	100	-	AG
rs2220315	11	11419771	100	+	AG
rs2222060	12	123709891	100	+	AG
rs2225621	13	23454076	99.1735537190083	-	AC
rs222972	21	26506258	99.1735537190083	-	AG
rs2239028	12	2223044	99.1735537190083	-	AG
rs2239330	16	16134385	99.1735537190083	+	AG
rs2239654	20	17495476	99.1735537190083	-	AG
rs2241589	19	8333647	100	-	AG
rs2242539	14	21941835	99.1735537190083	-	AC
rs2244140	10	71222497	99.1735537190083	-	AG
rs2246528	4	178545529	99.1735537190083	-	AC
rs2249060	21	46353263	99.1735537190083	-	AG
rs2249197	15	61665864	99.1735537190083	-	AG
rs2251717	10	107710176	99.1735537190083	+	AC
rs2252666	21	31539779	99.1735537190083	+	AC
rs2253438	21	29585063	99.1735537190083	-	AG
rs2254476	21	21863284	100	+	AG
rs2257190	7	37288929	99.1735537190083	+	AC
rs2267013	22	23203692	100	+	AG
rs2268875	14	23167883	97.5206611570248	-	AG
rs2268969	14	68961765	100	+	AG
rs2272461	15	92979082	99.1735537190083	+	AG
rs2274285	13	45529800	100	+	AG
rs2274559	9	86757667	100	+	AG
rs2274821	9	4722462	99.1735537190083	+	AC
rs2274837	13	29535802	99.1735537190083	+	AG
rs2279683	15	34357010	99.1735537190083	+	AC
rs2281417	14	36687805	100	-	AG
rs2283904	22	33404133	100	+	AG
rs2284295	20	1932335	100	+	AC
rs2285261	8	17064504	99.1735537190083	+	AC
rs2286767	7	14840857	100	-	AG
rs2289863	19	4028785	99.1735537190083	-	AG
rs2299525	7	127024998	99.1735537190083	-	AG
rs2301123	14	87953014	100	-	AG
rs2304136	19	48139867	100	-	AG
rs2307019	19	48740963	99.1735537190083	+	AG
rs2310155	4	185107878	100	+	AC
rs2322668	13	35544488	99.1735537190083	+	AG
rs2324805	13	41268410	99.1735537190083	-	AC
rs2330452	22	23412391	100	+	AG
rs2332631	14	26023330	100	-	AC
rs2337497	22	48783734	99.1735537190083	-	AG
rs2339675	10	51092850	100	+	AG
rs2344929	11	6535665	99.1735537190083	-	AG
rs2346137	2	18581071	100	+	AG
rs2349814	11	26359445	99.1735537190083	-	AC
rs2350701	2	49686817	99.1735537190083	+	AG
rs2357285	10	17590563	99.1735537190083	-	AG
rs2364480	12	6386109	99.1735537190083	+	AC
rs2366452	12	94562959	100	-	AC
rs2366630	12	94690152	99.1735537190083	+	AG
rs2366913	2	178829048	99.1735537190083	-	AG
rs2371602	14	81446018	100	+	AC
rs237362	17	12508726	100	+	AG
rs2378013	1	218778122	99.1735537190083	+	AG
rs2381526	9	6985602	99.1735537190083	-	AG
rs2390381	2	166633874	99.1735537190083	+	AG
rs2394800	10	71480847	99.1735537190083	-	AG
rs2396971	7	2997804	99.1735537190083	-	AG
rs2400528	14	99129443	100	+	AG
rs2401081	22	17349065	100	-	AG
rs240495	21	16354979	99.1735537190083	-	AG
rs2408982	21	24645615	99.1735537190083	-	AG
rs2414325	15	54596339	99.1735537190083	-	AG
rs2415788	14	43043048	100	-	AG
rs2417086	12	12197179	99.1735537190083	+	AG
rs241783	17	28240029	99.1735537190083	+	AG
rs242076	22	32833844	100	+	AG
rs2421494	1	170746390	99.1735537190083	+	AG
rs2422707	20	2357232	99.1735537190083	-	AG
rs2424455	20	22662965	100	+	AG
rs242569	19	32279712	99.1735537190083	+	AG
rs2430949	17	8369449	99.1735537190083	+	AG
rs2431042	15	57352458	100	+	AG
rs2453407	1	247008955	99.1735537190083	-	AG
rs2454908	16	31399864	99.1735537190083	-	AG
rs2458236	15	45153958	99.1735537190083	-	AG
rs245923	7	29193383	99.1735537190083	+	AG
rs2466176	8	22880527	98.4615384615385	-	AG
rs2471630	17	38589824	100	-	AG
rs2478085	10	24841694	100	-	AG
rs2510356	11	134307381	99.1735537190083	-	AG
rs2518659	14	30802281	100	+	AG
rs252668	5	129292101	100	+	AC
rs2534575	7	38331873	100	-	AG
rs2543367	14	76136349	100	+	AG
rs2549778	5	96868551	100	-	AG
rs2561145	8	59100042	100	-	AG
rs2587988	3	130201415	99.1735537190083	-	AG
rs259067	5	79803175	99.1735537190083	-	AG
rs2595380	2	186760624	99.1735537190083	-	AG
rs2604882	19	40694606	100	+	AG
rs2612530	4	42716485	100	-	AG
rs2614467	14	99303801	99.1735537190083	-	AG
rs2615811	1	38105181	100	+	AG
rs2617049	8	4711091	100	-	AG
rs2617921	18	30598044	99.1735537190083	-	AG
rs2637385	13	90042513	100	+	AC
rs2637480	13	90056786	99.1735537190083	-	AG
rs2643891	1	2360913	99.1735537190083	+	AG
rs2654986	15	99029171	100	-	AG
rs2666839	1	214642881	99.1735537190083	+	AG
rs2681543	8	60143934	100	-	AC
rs2683581	10	64618615	100	+	AG
rs2687965	4	39489901	99.1735537190083	+	AG
rs2699818	7	26410599	100	-	AC
rs2701420	15	87033695	99.1735537190083	-	AG
rs2717947	7	37335713	99.1735537190083	+	AG
rs2724693	3	138088417	99.1735537190083	+	AG
rs2736280	8	11365513	99.1735537190083	+	AC
rs2736705	15	24929482	99.1735537190083	-	AG
rs2739030	8	132765225	99.1735537190083	+	AG
rs2741853	1	202436543	100	+	AG
rs274915	9	23513237	100	+	AG
rs2765325	13	100980987	99.1735537190083	+	AG
rs276719	19	48392700	100	+	AG
rs2784940	6	141946366	99.1735537190083	-	AG
rs2785687	6	74600953	100	-	AC
rs2799685	1	201400151	98.3471074380165	-	AG
rs2800089	10	36365440	99.1735537190083	+	AG
rs2800265	9	74905761	99.1735537190083	+	AG
rs2804585	10	112023830	99.1735537190083	-	AC
rs2808363	9	107236282	99.1735537190083	+	AG
rs2822426	21	14129201	100	+	AC
rs2822860	21	14711681	99.1735537190083	-	AG
rs2824091	21	16847186	100	-	AC
rs2824321	21	17461254	99.1735537190083	-	AC
rs2824483	21	17767458	100	-	AG
rs2825493	21	19283101	99.1735537190083	+	AG
rs2825665	21	19589493	100	-	AC
rs2825756	21	19705208	100	+	AG
rs2827107	21	21881735	100	+	AG
rs2828869	21	24150190	99.1735537190083	-	AG
rs2829973	21	25888144	100	+	AG
rs2830694	21	27105567	100	+	AG
rs2830856	21	27340495	100	-	AG
rs2831315	21	27989311	100	-	AC
